BookID,BorrowingID,BorrowerID,BorrowDate,ReturnDate
0443,02100,0280,2021-12-18,2022-01-11
0443,02518,0956,2015-09-18,2015-10-02
0443,02727,0796,2017-01-21,2017-02-05
0444,00370,0332,2018-12-05,2018-12-21
0444,00495,0522,2018-12-04,2019-01-02
0444,00880,0968,2007-01-21,2007-01-27
0444,01256,0631,2013-12-28,2014-01-20
0444,01899,0515,2003-08-24,2003-09-12
0444,02135,0460,2010-07-09,2010-07-30
0444,02139,1494,2014-02-03,2014-02-06
0444,02462,1267,2010-12-26,2011-01-05
0444,02588,1417,2003-09-05,2003-10-03
0445,00597,0536,2005-06-03,2005-06-24
0445,01348,0828,2022-09-23,2022-10-19
0446,00167,0162,2012-05-10,2012-05-14
0446,01108,0092,2017-09-13,2017-09-30
0446,01138,0021,2017-09-17,2017-10-08
0446,01803,1287,2009-01-03,2009-01-10
0446,02116,1001,2021-10-18,2021-10-19
0447,00243,1154,2021-01-24,2021-02-15
0447,00445,0971,2015-06-17,2015-06-30
0447,00844,0698,2019-09-07,2019-09-21
0447,01201,1445,2007-03-17,2007-03-28
0447,01523,0494,2011-10-19,2011-10-31
0447,01775,0989,2016-11-06,2016-11-16
0447,02925,1484,2013-12-28,2014-01-03
0448,00086,0127,2005-04-25,2005-05-19
0448,00179,1214,2016-07-26,2016-08-06
0448,00708,1474,2010-07-02,2010-07-14
0448,02650,0849,2020-03-09,2020-03-24
0449,00930,0685,2022-09-05,2022-09-09
0450,00254,0796,2006-10-08,2006-10-27
0450,00704,0660,2017-10-25,2017-11-06
0450,01692,0643,2010-06-17,2010-06-29
0450,02043,0961,2019-10-17,2019-11-13
0451,00456,0733,2003-06-02,2003-06-08
0451,01748,0164,2019-05-22,2019-05-27
0451,01912,0745,2021-07-16,2021-08-14
0451,02098,0283,2011-08-15,2011-09-12
0451,02436,0079,2022-01-04,2022-01-11
0451,02540,1188,2006-11-02,2006-11-25
0451,02596,0927,2014-08-11,2014-09-10
0452,00796,0968,2007-05-25,2007-06-11
0452,01603,1231,2018-11-21,2018-12-03
0453,00490,0900,2017-06-22,2017-07-10
0453,00672,0057,2004-03-28,2004-03-31
0453,00798,0291,2009-09-17,2009-09-18
0453,02757,0167,2003-07-09,2003-08-05
0454,00883,0950,2013-12-16,2014-01-08
0454,00920,0734,2008-11-07,2008-11-16
0454,00974,1372,2022-04-27,2022-05-18
0454,02183,0012,2016-06-28,2016-07-03
0454,02289,0310,2018-11-04,2018-12-04
0454,02659,1284,2018-10-08,2018-10-23
0454,02865,0046,2021-07-12,2021-07-14
0455,01702,1064,2004-03-11,2004-04-06
0455,01722,0218,2014-10-20,2014-11-10
0455,02221,1237,2018-03-25,2018-03-28
0456,00646,0027,2003-08-09,2003-09-08
0456,02464,0026,2017-05-28,2017-06-10
0456,02767,0066,2011-11-13,2011-12-02
0457,01935,1297,2017-04-15,2017-04-30
0458,00791,1166,2019-12-14,2020-01-08
0458,01499,1094,2002-09-25,2002-10-02
0459,01392,0536,2003-11-21,2003-12-18
0459,02303,1274,2022-09-11,2022-09-30
0459,02729,0254,2016-07-15,2016-08-08
0461,00504,0828,2015-01-25,2015-01-26
0462,01355,1307,2005-09-17,2005-10-12
0462,01861,0805,2018-11-16,2018-12-03
0462,02335,0918,2015-04-15,2015-05-05
0463,01104,0557,2007-03-12,2007-04-02
0463,02551,0983,2002-06-25,2002-06-27
0464,00278,0464,2011-06-28,2011-07-24
0464,01735,0534,2003-07-08,2003-07-30
0464,02489,1103,2009-10-27,2009-11-26
0465,01665,0172,2009-11-17,2009-12-10
0465,01764,0092,2007-01-23,2007-01-26
0465,02133,0227,2010-02-27,2010-03-25
0465,02478,0433,2014-03-15,2014-04-05
0465,02534,1029,2014-02-24,2014-03-02
0466,00554,0068,2007-01-25,2007-02-03
0466,00995,0968,2005-12-20,2006-01-09
0466,02315,0238,2014-01-16,2014-01-25
0467,00492,0918,2012-12-04,2013-01-03
0467,02667,0933,2013-12-16,2013-12-18
0468,00027,0536,2014-05-15,2014-06-01
0468,02835,0826,2010-08-26,2010-09-07
0469,00103,0211,2003-11-26,2003-11-30
0469,01580,0451,2002-12-02,2002-12-31
0470,00034,1164,2002-07-26,2002-08-21
0470,01024,1353,2003-11-07,2003-11-08
0470,01126,1500,2005-02-22,2005-03-11
0470,02020,0508,2009-10-09,2009-10-21
0471,00724,0717,2019-01-06,2019-01-31
0471,01379,0658,2015-12-08,2016-01-06
0471,01593,0730,2006-08-28,2006-09-26
0471,01678,0436,2015-02-08,2015-02-14
0471,02170,0678,2006-07-17,2006-08-03
0472,00441,1015,2007-01-14,2007-02-06
0472,01151,1228,2021-10-17,2021-11-10
0472,01921,0322,2002-07-27,2002-08-09
0472,02138,1380,2020-09-07,2020-09-20
0472,02576,1348,2017-01-21,2017-02-09
0473,02701,0731,2015-02-12,2015-02-14
0473,02820,0830,2015-05-28,2015-06-15
0474,01079,0410,2002-08-23,2002-09-16
0474,01739,0262,2017-01-16,2017-01-29
0474,01761,1328,2015-11-28,2015-12-07
0474,01917,1169,2006-10-11,2006-10-15
0474,02755,0318,2022-06-12,2022-06-22
0474,02756,0900,2007-07-28,2007-08-23
0474,02851,0651,2012-10-28,2012-11-25
0475,00475,1172,2016-04-18,2016-04-28
0475,02007,1362,2011-08-19,2011-09-10
0477,00081,1081,2015-11-27,2015-12-04
0477,00265,0125,2002-08-14,2002-09-11
0477,01163,0368,2012-05-25,2012-06-05
0477,01911,1082,2018-08-02,2018-08-21
0478,00306,0015,2009-02-18,2009-03-12
0478,01494,0856,2009-12-16,2010-01-07
0478,02256,1107,2009-06-22,
0479,01663,0189,2006-12-25,2007-01-23
0479,02546,0366,2010-04-06,2010-04-29
0479,02876,0439,2002-03-09,2002-03-10
0481,02026,1400,2017-09-25,2017-10-18
0481,02736,0887,2019-02-05,2019-02-12
0482,01268,0090,2009-06-06,2009-07-02
0482,01477,0732,2017-08-16,2017-09-13
0482,02385,0867,2022-01-18,2022-01-25
0483,01514,0188,2006-04-04,2006-05-02
0483,01647,0750,2013-10-06,2013-11-05
0483,02348,1489,2003-01-08,2003-02-03
0484,01560,0338,2020-09-15,2020-09-21
0484,02305,1459,2006-04-20,2006-05-14
0485,02705,0231,2014-01-15,2014-02-01
0486,00896,1177,2007-03-21,2007-04-04
0486,02571,0792,2006-08-15,2006-09-06
0486,02734,0004,2004-02-17,2004-02-22
0487,01037,0788,2005-02-16,2005-03-06
0487,02530,1103,2003-01-28,
0487,02612,1143,2011-04-14,2011-04-28
0488,00338,0272,2014-03-14,2014-03-21
0488,00783,0346,2012-10-08,2012-10-09
0488,01654,1415,2021-06-15,2021-07-05
0490,00711,0693,2008-04-02,2008-04-19
0490,02103,1468,2008-11-22,2008-11-27
0490,02284,0713,2010-06-28,2010-07-05
0491,01550,0979,2005-02-16,2005-02-23
0491,01895,0746,2004-02-01,2004-02-19
0492,00373,0514,2019-06-02,2019-06-22
0492,00908,0835,2022-10-14,2022-11-13
0492,01455,0651,2019-08-13,2019-09-08
0492,01988,0661,2015-07-03,2015-07-04
0493,00439,0245,2021-04-07,2021-05-04
0494,02602,0058,2009-04-13,2009-04-22
0495,01370,0713,2008-05-06,2008-05-08
0495,01498,0512,2018-02-12,2018-02-26
0496,00304,0591,2008-10-26,2008-11-06
0496,00865,1365,2002-07-19,2002-08-12
0496,01143,0414,2006-05-25,2006-06-21
0496,01879,0805,2018-09-28,2018-10-06
0496,02892,0180,2006-02-25,2006-03-08
0497,00055,1233,2016-05-27,2016-06-22
0497,00438,0114,2008-12-01,2008-12-31
0497,00690,1187,2016-06-22,2016-07-21
0497,01071,0738,2007-05-02,2007-05-03
0497,01162,1118,2017-09-11,2017-09-12
0497,02539,1063,2020-11-17,2020-11-21
0498,00151,1379,2018-01-01,2018-01-16
0498,01176,1291,2007-06-21,2007-07-19
0498,01766,0571,2016-03-25,2016-04-19
0498,01959,0695,2009-08-12,2009-08-20
0498,02354,0111,2006-09-10,2006-09-18
0498,02685,0730,2018-12-07,2018-12-24
0498,02916,0113,2015-07-05,2015-08-04
0499,00248,0835,2007-01-09,2007-01-13
0500,01686,0817,2006-09-23,2006-10-15
0500,01900,0410,2007-02-15,2007-03-09
0500,02141,0002,2008-04-27,2008-05-01
0500,02307,1106,2019-11-21,2019-12-17
0500,02519,0426,2017-12-20,2018-01-11
0500,02993,0646,2006-07-15,2006-07-22
0501,01559,0940,2015-04-04,2015-04-21
0501,02058,0718,2019-10-14,2019-11-09
0501,02406,0567,2005-02-24,2005-03-24
0502,01009,1196,2004-06-05,2004-06-07
0502,02987,0519,2011-04-22,2011-05-16
0503,01214,0648,2002-06-26,2002-07-26
0503,02331,0264,2007-07-20,2007-08-18
0504,00486,0783,2005-09-09,2005-09-11
0505,00169,1459,2006-10-05,2006-10-27
0505,01217,0829,2021-01-18,2021-01-29
0505,01249,0505,2015-11-21,2015-12-08
0506,00849,0149,2017-06-09,2017-06-30
0506,00972,0705,2003-09-18,2003-09-30
0506,01923,0996,2002-10-21,2002-11-03
0506,02365,0419,2013-04-08,2013-04-11
0507,01566,0218,2008-01-16,2008-02-07
0508,01858,0317,2005-11-13,2005-11-27
0508,02465,1085,2005-07-13,2005-08-09
0509,00768,1126,2019-07-17,2019-07-29
0509,01295,1289,2014-12-12,2015-01-09
0509,02411,0047,2009-07-22,2009-07-30
0510,00593,0966,2015-03-22,2015-04-16
0510,00701,0098,2012-05-02,2012-05-31
0510,01199,0772,2018-06-25,2018-07-01
0510,01624,1284,2020-05-08,2020-05-20
0511,00310,0258,2002-04-20,2002-04-26
0511,00910,1128,2006-11-26,2006-12-22
0511,01182,0930,2003-12-17,2004-01-08
0511,02535,1071,2003-05-10,2003-05-15
0512,01852,0462,2003-02-09,2003-03-11
0513,00207,0732,2004-12-22,2004-12-26
0514,00421,0560,2010-08-04,2010-08-19
0514,00660,0576,2013-10-01,2013-10-09
0514,01166,0804,2007-12-23,2008-01-14
0514,01681,1443,2007-08-10,2007-09-05
0514,02035,1488,2020-10-08,2020-10-15
0514,02745,0916,2002-04-25,2002-05-25
0514,02772,0890,2009-10-08,2009-10-31
0514,02873,0552,2002-05-20,2002-06-07
0515,01997,0320,2004-06-03,2004-06-25
0515,02192,0795,2012-12-20,2013-01-02
0516,00355,1329,2011-08-04,2011-09-03
0516,02277,1411,2006-09-09,2006-09-29
0517,01345,1480,2015-03-09,2015-04-01
0518,00839,0067,2012-06-21,2012-07-05
0518,01918,1041,2002-02-01,2002-02-13
0518,02120,1239,2016-03-19,2016-04-08
0519,00326,1270,2010-03-08,2010-03-24
0519,00415,0064,2015-08-08,2015-09-02
0519,01958,0963,2008-08-14,2008-09-07
0520,00237,1314,2020-08-17,2020-09-10
0520,01741,0985,2010-12-18,2011-01-16
0520,02369,0367,2006-12-04,2006-12-31
0520,02589,1095,2010-09-10,2010-09-19
0522,00234,0948,2017-11-23,2017-12-11
0522,01192,1262,2020-06-07,2020-06-17
0522,01866,0967,2018-06-11,2018-07-01
0522,01928,0938,2009-04-20,2009-05-07
0522,02387,0971,2007-11-03,2007-11-29
0522,02640,1455,2013-11-11,2013-11-22
0523,01059,1215,2013-04-10,2013-05-10
0523,01226,1221,2012-06-14,2012-06-15
0523,01421,0318,2002-01-11,2002-01-23
0523,02501,0380,2015-01-25,2015-02-07
0524,00072,0222,2019-03-10,2019-03-15
0524,00273,1195,2006-02-15,2006-02-17
0524,00440,0492,2020-10-10,2020-10-18
0524,00941,0065,2012-05-18,2012-05-31
0524,01743,1457,2003-02-10,2003-03-07
0524,01835,0539,2003-01-12,2003-02-09
0524,01929,0758,2008-06-28,2008-07-01
0525,01336,1087,2019-09-15,2019-10-15
0525,02118,0910,2015-03-09,2015-03-23
0526,00460,1029,2019-02-11,2019-03-13
0526,01131,0378,2021-02-24,2021-03-11
0526,01330,0335,2021-08-15,2021-08-30
0526,01662,1039,2014-09-06,2014-09-08
0526,02106,0418,2010-12-13,2011-01-09
0526,02466,0024,2019-04-08,2019-05-02
0527,01872,0768,2005-04-23,2005-04-29
0528,00628,1034,2012-03-25,2012-03-26
0528,00990,1155,2005-06-04,2005-06-26
0528,01055,0095,2022-04-04,2022-04-07
0528,01646,0099,2003-04-24,2003-05-06
0529,01100,1197,2013-01-27,2013-01-28
0529,01469,0201,2013-02-21,2013-03-03
0529,01590,0035,2014-09-11,2014-10-07
0529,01807,0226,2015-03-10,2015-04-03
0529,02479,0393,2021-05-17,2021-06-10
0530,02237,0838,2005-06-05,2005-07-05
0530,02424,0998,2017-07-26,2017-08-03
0531,00405,1500,2009-10-14,2009-11-06
0532,00263,0908,2008-06-24,2008-07-18
0532,00630,0528,2011-01-02,2011-01-28
0532,01451,1457,2012-06-17,2012-06-19
0532,02732,0039,2010-05-17,2010-05-25
0533,01207,1363,2021-11-12,2021-12-03
0533,01453,0829,2007-09-20,2007-10-04
0534,00854,0267,2003-08-02,2003-08-11
0534,02311,0655,2006-04-08,2006-04-15
0534,02723,1303,2002-01-01,2002-01-03
0535,00988,0284,2008-01-20,2008-02-12
0535,01907,1409,2008-11-04,2008-12-03
0537,00847,1183,2008-09-25,2008-10-06
0537,02584,0094,2014-05-13,2014-05-19
0537,02600,0180,2008-04-05,2008-04-09
0538,01380,0204,2017-02-15,2017-02-22
0538,02357,0822,2011-06-08,2011-07-03
0538,02711,0384,2010-02-09,2010-03-09
0539,01044,0887,2011-05-08,2011-06-06
0539,02871,0971,2008-10-01,2008-10-13
0540,01383,0763,2020-11-04,2020-11-08
0540,01685,0252,2021-04-13,2021-05-13
0541,00557,1300,2009-05-13,2009-06-12
0541,00761,0771,2010-11-21,2010-12-17
0541,02286,1104,2012-05-08,2012-05-10
0542,00984,1490,2020-02-25,2020-03-03
0542,01409,1147,2022-08-19,2022-09-11
0542,01598,0437,2003-05-07,2003-05-21
0542,02134,1055,2011-02-26,2011-03-05
0542,02320,1336,2008-04-24,2008-05-17
0543,01397,1468,2018-05-26,2018-06-14
0544,00823,1455,2019-10-01,2019-10-16
0544,02105,1412,2006-05-25,2006-06-21
0545,00182,0044,2019-07-26,2019-08-25
0545,01561,0322,2015-08-08,2015-08-18
0545,02714,0830,2005-08-08,2005-08-24
0545,02721,0575,2005-05-05,2005-06-01
0546,00720,0776,2008-04-13,2008-05-03
0546,00772,1252,2003-05-06,2003-05-08
0546,01410,0711,2009-05-03,2009-05-16
0546,02027,0230,2006-04-11,2006-04-12
0547,01411,0699,2006-11-13,2006-12-09
0547,02397,0682,2010-03-20,2010-03-24
0548,00116,0094,2006-12-27,2007-01-05
0548,02517,0167,2010-04-16,2010-05-13
0548,02776,0418,2019-08-10,2019-09-06
0549,00529,0102,2003-04-05,2003-04-26
0549,01349,1296,2019-02-25,2019-03-03
0549,01837,1401,2019-08-10,2019-09-09
0550,00903,0317,2008-05-04,2008-06-03
0550,01218,0763,2011-10-04,2011-10-10
0551,01243,0439,2011-03-13,2011-03-18
0551,01321,0092,2006-11-27,2006-12-04
0551,01608,0961,2016-03-24,2016-03-28
0552,00658,0842,2020-08-03,2020-08-18
0552,01403,0094,2004-01-27,2004-02-17
0552,02206,0105,2007-04-09,2007-04-25
0553,01786,0764,2015-03-16,2015-03-25
0553,02816,0585,2020-02-01,2020-03-02
0554,00102,0388,2003-10-10,2003-11-02
0554,00212,0351,2022-06-08,2022-06-26
0554,01444,0967,2007-07-24,2007-07-25
0555,00113,0577,2010-01-20,2010-01-27
0555,00853,0700,2012-01-10,2012-01-12
0555,01660,0777,2019-02-03,2019-02-13
0555,02828,0755,2012-05-07,2012-05-20
0556,00943,0541,2004-03-12,2004-04-09
0556,01328,1213,2010-07-24,2010-08-03
0556,02676,0572,2018-01-27,2018-02-12
0557,01229,0945,2004-10-09,2004-10-19
0558,00344,1327,2009-11-25,2009-12-17
0558,02541,1063,2005-11-08,2005-11-16
0559,02160,1094,2015-05-09,2015-06-08
0560,01978,0013,2003-03-03,2003-03-12
0560,02883,0272,2013-11-12,2013-11-22
0561,00479,0916,2008-03-01,2008-03-08
0561,01376,0029,2013-08-06,2013-09-04
0561,02227,0301,2012-11-15,2012-12-11
0562,02276,0437,2004-06-28,
0562,02957,0352,2017-03-10,2017-03-29
0563,00876,1098,2021-05-28,2021-06-04
0563,01742,0331,2006-02-19,2006-02-26
0563,01857,1249,2005-10-15,2005-11-04
0564,01023,0363,2018-02-18,2018-02-22
0565,00585,0499,2006-04-26,2006-04-28
0565,00766,0574,2016-09-04,2016-10-01
0566,00104,1273,2009-04-18,2009-05-01
0566,00206,0694,2014-12-26,2015-01-12
0566,02560,0917,2022-10-24,2022-11-06
0567,00147,0691,2011-04-06,2011-05-05
0567,01006,0010,2017-10-23,2017-10-28
0567,01629,0121,2016-04-21,2016-05-10
0568,00538,0451,2003-11-28,2003-12-24
0569,01267,0291,2005-05-12,2005-05-29
0569,02943,1366,2015-05-20,2015-06-17
0570,01050,0458,2019-02-22,2019-03-05
0570,01820,0726,2012-03-13,2012-04-08
0571,01140,0631,2011-04-15,2011-04-24
0572,01909,1078,2013-08-12,2013-08-29
0572,02297,0940,2004-12-20,2004-12-30
0572,02722,0591,2012-09-23,2012-10-15
0572,02927,1137,2014-05-02,2014-05-25
0573,01253,0596,2007-04-09,2007-05-04
0573,01288,1241,2004-12-18,2004-12-27
0573,01718,0913,2012-04-12,2012-05-12
0574,00287,0983,2004-10-16,2004-11-01
0574,00874,0558,2002-07-25,2002-08-23
0574,01177,0311,2012-01-15,2012-01-16
0574,01442,1113,2012-07-07,2012-07-27
0574,01707,0934,2007-10-08,
0574,02609,1461,2006-07-22,2006-08-15
0575,00007,1428,2014-05-27,2014-06-09
0575,00714,1261,2011-08-06,2011-08-17
0575,00955,0652,2002-05-02,2002-05-30
0575,01259,0459,2020-04-05,2020-04-06
0575,01460,0473,2019-08-25,2019-08-30
0576,01810,1345,2021-11-06,2021-11-28
0576,02513,0978,2013-01-26,2013-01-28
0577,01290,0250,2006-11-24,2006-12-23
0579,00159,0119,2009-12-03,2009-12-19
0579,00366,0497,2002-05-19,2002-06-16
0579,01123,0976,2010-09-20,2010-10-07
0579,02699,0331,2006-08-27,2006-09-03
0580,00126,1026,2020-03-26,2020-04-12
0580,00142,0546,2005-01-12,2005-02-08
0580,00871,0632,2005-08-18,2005-08-26
0580,02175,0385,2011-02-20,2011-03-05
0581,02510,1023,2022-09-03,
0582,00580,0513,2010-11-14,2010-11-15
0582,00685,0975,2021-06-05,2021-06-20
0582,00986,0835,2022-08-24,2022-09-16
0582,01537,1410,2019-06-19,2019-07-09
0583,00057,1204,2007-05-27,2007-06-16
0583,00813,1245,2018-03-18,2018-03-20
0584,01787,0761,2015-05-16,2015-05-27
0584,02109,1369,2005-02-10,2005-02-28
0584,02409,0953,2004-04-27,2004-05-05
0584,02752,0612,2002-01-17,2002-02-16
0585,02281,0295,2015-12-08,2016-01-01
0586,00111,0468,2005-09-07,2005-10-03
0586,00694,1192,2009-09-22,2009-10-07
0586,01450,0266,2006-10-06,2006-10-15
0586,01859,0279,2019-02-28,2019-03-23
0586,01882,1320,2009-03-22,2009-04-12
0588,01293,0960,2013-12-03,2013-12-29
0589,00017,0625,2006-05-28,2006-06-13
0589,00509,0315,2009-01-14,2009-01-21
0589,00797,1324,2017-07-28,2017-08-18
0589,00863,0969,2016-12-18,2016-12-21
0591,00753,0465,2020-05-27,2020-05-29
0592,00590,1117,2012-10-04,2012-10-10
0592,01854,1039,2007-12-01,2007-12-24
0592,02018,0162,2016-09-23,2016-10-08
0592,02580,0383,2009-07-24,2009-08-22
0592,02866,0231,2016-02-22,2016-03-03
0593,01818,0141,2003-03-15,2003-03-27
0593,02583,0140,2014-07-16,2014-07-20
0594,00729,0322,2006-03-05,2006-03-09
0595,00572,0430,2019-06-08,2019-06-30
0595,01364,1275,2003-07-09,2003-07-10
0595,01555,0671,2005-12-15,2005-12-17
0595,02657,0971,2005-12-16,2006-01-11
0595,02686,0516,2003-11-04,2003-11-23
0595,02864,1020,2020-04-19,2020-04-20
0596,01393,0049,2003-10-12,2003-11-09
0597,00170,0982,2009-03-22,2009-03-25
0597,00255,1140,2013-11-18,2013-11-22
0597,02230,0779,2004-07-15,2004-07-22
0597,02656,0330,2021-09-22,2021-10-21
0597,02885,0796,2017-08-12,2017-08-30
0599,00214,0606,2011-10-22,2011-11-20
0599,01324,0910,2004-12-20,2005-01-02
0599,01596,1292,2006-07-06,2006-08-05
0599,02698,0209,2019-02-20,2019-03-11
0600,02944,0488,2020-08-11,2020-09-01
0601,00742,1161,2005-01-09,2005-01-27
0601,01628,0953,2015-04-08,2015-04-18
0601,02180,0355,2021-10-14,2021-10-20
0602,00533,0497,2022-10-24,2022-11-13
0602,02947,0330,2012-09-10,2012-10-05
0604,00519,0147,2017-05-11,2017-05-30
0604,00717,0613,2012-06-24,2012-07-02
0604,01020,1229,2002-12-27,2003-01-21
0604,01604,0114,2010-07-18,2010-08-09
0604,02341,0213,2010-11-08,2010-11-12
0606,01445,0637,2006-07-19,2006-08-04
0607,00380,0413,2011-12-03,2011-12-14
0607,00391,0753,2007-02-09,2007-03-01
0607,01136,1357,2014-09-19,2014-09-26
0607,01299,0280,2020-04-03,2020-04-29
0607,02169,0019,2013-10-07,2013-10-18
0607,02703,0761,2016-08-08,2016-08-12
0608,00815,0640,2010-07-04,2010-07-07
0608,00998,1161,2012-01-19,2012-01-29
0608,02052,0378,2008-11-06,2008-11-13
0608,02766,0954,2005-09-02,2005-09-24
0609,02034,1222,2010-08-18,2010-08-24
0609,02337,1338,2010-05-01,2010-05-20
0609,02472,1206,2019-12-27,2020-01-24
0610,00220,0346,2014-02-05,2014-02-23
0610,00841,0251,2013-05-22,2013-06-19
0610,00898,0914,2011-01-07,2011-02-05
0610,01733,0065,2010-03-15,
0610,01950,0826,2021-04-20,2021-05-15
0611,01620,0010,2013-03-16,2013-03-24
0611,02934,0159,2018-02-04,2018-02-12
0612,02781,0369,2012-04-01,2012-04-05
0613,00074,0853,2011-05-20,2011-06-16
0613,02557,0885,2010-12-26,2011-01-15
0613,02702,0791,2018-09-22,2018-10-16
0614,01405,0560,2007-03-15,2007-04-06
0614,02404,0843,2003-09-17,2003-09-29
0615,01517,0600,2004-10-08,2004-10-20
0615,02142,0821,2003-11-14,2003-12-02
0617,01443,1359,2021-05-26,2021-05-27
0617,01877,0552,2005-10-14,2005-10-24
0618,01562,0854,2020-06-28,2020-07-16
0618,02343,0737,2016-09-27,2016-10-21
0618,02463,0277,2008-07-06,2008-07-13
0619,00033,0619,2007-09-11,2007-10-02
0619,00176,1276,2004-12-23,2004-12-29
0619,00904,0928,2018-08-05,2018-09-04
0620,00454,0578,2007-01-26,2007-01-31
0620,00684,1456,2015-07-03,2015-07-20
0620,02060,0056,2013-05-21,2013-05-31
0620,02168,0974,2018-09-03,2018-09-16
0621,01434,1427,2016-05-04,2016-05-12
0623,00624,0289,2008-09-09,2008-09-26
0623,01648,0829,2004-12-26,2005-01-09
0623,02041,1010,2009-06-17,2009-07-14
0623,02131,1481,2005-09-16,2005-10-02
0624,00964,1224,2011-12-06,2011-12-25
0624,02317,1026,2013-05-04,2013-05-09
0625,01054,0730,2013-05-20,2013-06-07
0625,01583,0724,2009-01-06,2009-01-07
0626,01878,0056,2021-12-09,2021-12-21
0626,01971,1226,2010-09-22,2010-09-28
0627,00135,1494,2014-02-20,2014-02-25
0627,00642,0966,2020-06-27,2020-07-21
0628,01052,0453,2007-04-12,2007-05-07
0628,01398,0910,2008-10-13,2008-10-21
0628,02506,0880,2005-01-19,2005-02-07
0630,02368,1159,2010-07-23,2010-07-29
0631,00239,1036,2020-08-27,2020-09-15
0631,00659,0559,2018-04-17,2018-04-20
0631,00906,0974,2002-02-09,2002-02-22
0631,01641,0666,2021-05-18,2021-05-24
0631,02174,0044,2003-07-01,2003-07-08
0633,00430,0566,2013-05-16,2013-06-14
0633,00432,1035,2015-05-09,2015-05-21
0633,00851,1185,2022-12-20,2023-01-06
0634,02283,0659,2009-06-07,2009-07-05
0634,02965,0137,2006-02-22,2006-03-19
0635,01470,1477,2018-03-05,2018-03-23
0635,02049,0154,2022-07-16,2022-07-26
0636,02789,0313,2019-02-28,2019-03-28
0636,02918,0974,2011-07-27,2011-08-15
0637,00352,0692,2007-08-15,2007-09-01
0637,01839,1123,2020-06-12,2020-06-17
0638,00345,1445,2013-02-07,2013-02-08
0638,00938,0470,2011-02-10,2011-02-15
0638,02263,0191,2007-06-27,2007-07-11
0639,02000,0469,2006-07-03,2006-07-10
0640,00722,0199,2016-05-03,2016-05-21
0640,01101,0081,2022-06-13,2022-07-10
0640,01636,1172,2017-09-20,2017-09-23
0640,01792,1298,2002-02-01,2002-02-12
0640,02370,0169,2017-10-27,2017-11-04
0640,02552,0995,2008-06-27,2008-07-13
0642,02159,0582,2002-01-27,2002-02-16
0644,01252,1070,2020-01-23,2020-02-04
0644,02553,1316,2013-05-28,2013-06-19
0645,02719,1209,2022-01-12,2022-01-30
0646,01128,0385,2019-06-26,2019-07-22
0646,01307,1335,2018-04-18,2018-04-21
0646,01474,1146,2015-10-22,2015-11-07
0646,02108,1182,2009-12-18,2009-12-20
0646,02149,1379,2006-10-18,2006-11-05
0646,02262,0704,2007-03-17,2007-04-06
0647,00619,0818,2012-01-26,2012-02-23
0647,01653,0158,2020-12-23,2021-01-22
0647,02261,0717,2006-02-11,2006-02-28
0647,02790,0438,2020-07-08,2020-07-12
0647,02847,0233,2016-02-17,2016-02-29
0648,01428,0971,2008-10-08,2008-10-24
0648,02635,0956,2011-07-25,2011-08-19
0649,00323,0278,2010-06-11,2010-06-26
0649,00967,0106,2011-11-09,2011-12-03
0649,01850,0436,2003-04-27,2003-05-03
0649,01913,1481,2020-08-10,2020-08-15
0650,00655,0183,2014-01-11,2014-02-04
0650,01187,0678,2002-08-18,2002-09-09
0651,01068,1145,2009-08-10,2009-08-18
0651,01643,1412,2010-07-10,2010-07-25
0652,02613,0648,2004-04-07,2004-05-03
0653,00009,1088,2007-05-05,2007-05-08
0653,00653,1489,2006-05-13,2006-05-28
0653,01508,1350,2012-03-06,2012-04-02
0654,00474,1250,2018-07-20,2018-08-06
0654,00700,1111,2002-05-18,2002-06-14
0654,02396,0569,2002-02-18,2002-03-15
0654,02498,0332,2012-08-26,2012-09-03
0654,02901,0433,2009-08-28,2009-09-09
0655,00337,0169,2003-05-18,2003-05-23
0656,01683,1312,2014-09-09,2014-09-12
0656,01977,0237,2019-12-27,2020-01-13
0657,00583,0152,2012-04-23,2012-05-21
0657,00827,1086,2006-10-18,2006-11-07
0658,00494,0136,2021-11-20,2021-11-25
0658,02215,0575,2016-01-01,2016-01-23
0659,00640,0103,2016-12-06,2017-01-01
0659,00996,1466,2006-02-04,2006-02-20
0659,01028,1466,2021-05-22,2021-06-20
0659,01524,0610,2022-07-24,2022-08-05
0659,02107,1205,2004-02-19,2004-03-12
0660,00884,0252,2006-08-23,2006-09-17
0660,01063,0676,2012-12-12,2013-01-08
0660,01303,1304,2020-01-13,2020-02-12
0660,01313,0185,2016-12-11,2016-12-22
0661,02913,1261,2005-02-02,2005-02-09
0662,00785,0430,2008-04-15,2008-05-09
0662,01040,0031,2015-06-03,2015-06-27
0662,01220,0252,2007-06-09,2007-06-12
0662,02075,0353,2009-08-24,2009-09-01
0662,02882,0559,2010-10-27,2010-11-26
0663,01360,0239,2013-06-27,2013-07-17
0663,01847,0020,2008-01-07,2008-02-06
0663,02753,1039,2022-12-18,2022-12-27
0663,02837,0689,2012-07-20,
0664,00859,1333,2006-01-05,2006-01-31
0664,01942,0525,2003-06-06,2003-06-30
0665,00799,0670,2016-11-24,2016-12-14
0665,01552,0656,2014-04-01,2014-04-14
0665,02976,0260,2009-11-04,2009-11-08
0666,01080,1137,2022-10-15,2022-10-21
